fixture,code,cluster,measure,page,staff,voice,expectedOnset,generatedOnset,onsetDiff,expectedPitch,generatedPitch,expectedChord,generatedChord,fragmentedSameClef,sequentialSameXCount,duplicateOwnershipCount
guitar-standard-chords-vector,onset-mismatch,onset-resnap-or-gap-pack,1,,1,1,0,0.25,0.25,E4,E4,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,1,,1,1,2,1.75,0.25,E4,E4,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,1,,1,1,2,1.75,0.25,G4,G4,,,,,
guitar-standard-chords-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,1,,,,,,,,,F#4 A4,F4 A4,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,2,,1,1,3,2.75,0.25,B3,B3,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,2,,1,1,3,2.75,0.25,E4,E4,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,2,,1,1,0,0.5,0.5,B3,B3,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,2,,1,1,0,0.5,0.5,E4,E4,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,2,,1,1,0.5,1,0.5,C#4,C#4,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,2,,1,1,0.5,1,0.5,F#4,F#4,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,2,,1,1,1,1.5,0.5,B3,B3,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,2,,1,1,1,1.5,0.5,E4,E4,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,3,,1,1,3,2.75,0.25,G3,G3,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,3,,1,1,3,2.75,0.25,B3,B3,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,3,,1,1,3,2.75,0.25,E4,E4,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,3,,1,1,0.5,1,0.5,A3,A3,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,3,,1,1,0.5,1,0.5,C#4,C#4,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,3,,1,1,1,0.75,0.25,G3,G3,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,3,,1,1,1,0.75,0.25,B3,B3,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,3,,1,1,1,0.75,0.25,E4,E4,,,,,
guitar-standard-chords-vector,missing-note,note-dropped-during-packing,3,,1,1,0,,,G3,,,,,,
guitar-standard-chords-vector,missing-note,note-dropped-during-packing,3,,1,1,0,,,B3,,,,,,
guitar-standard-chords-vector,missing-note,note-dropped-during-packing,3,,1,1,0,,,E4,,,,,,
guitar-standard-chords-vector,extra-note,nearby-voices-incorrectly-merged,3,,1,1,,1.5,,,G3,,,,,
guitar-standard-chords-vector,extra-note,nearby-voices-incorrectly-merged,3,,1,1,,1.5,,,B3,,,,,
guitar-standard-chords-vector,extra-note,nearby-voices-incorrectly-merged,3,,1,1,,1.5,,,E4,,,,,
guitar-standard-chords-vector,incorrect-chord,note-dropped-during-packing,3,,,,,,,,,G3 B3 E4,,,,
guitar-standard-chords-vector,incorrect-chord,nearby-voices-incorrectly-merged,3,,,,,,,,,,G3 B3 E4,,,
guitar-standard-chords-vector,extra-note,evaluator-alignment-artifact,16,,1,1,,0,,,D#4,,,,,
guitar-standard-chords-vector,extra-note,evaluator-alignment-artifact,16,,1,1,,1,,,D#4,,,,,
guitar-standard-chords-vector,extra-note,evaluator-alignment-artifact,16,,1,1,,2,,,D#4,,,,,
guitar-paired-chords-vector,onset-mismatch,complete-chord-wrong-onset,1,,1,1,1,1.25,0.25,C4,C4,,,,,
guitar-paired-chords-vector,onset-mismatch,onset-resnap-or-gap-pack,1,,1,1,1,1.25,0.25,E4,E4,,,,,
guitar-paired-chords-vector,onset-mismatch,complete-chord-wrong-onset,1,,1,1,2,1.25,0.75,G3,G3,,,,,
guitar-paired-chords-vector,onset-mismatch,complete-chord-wrong-onset,1,,1,1,3,3.5,0.5,C4,D4,,,,,
guitar-paired-chords-vector,onset-mismatch,complete-chord-wrong-onset,1,,1,1,3,3.5,0.5,E4,G4,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,1,,1,1,,0.5,,,C4,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,1,,1,1,,0.5,,,E4,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,1,,1,1,,3.5,,,D3,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,1,,1,1,,3.5,,,A3,,,,,
guitar-paired-chords-vector,incorrect-chord,same-chord-split-across-onsets,1,,,,,,,,,C4 E4,D4 G4,,,
guitar-paired-chords-vector,incorrect-chord,nearby-voices-incorrectly-merged,1,,,,,,,,,,C4 E4,,,
guitar-paired-chords-vector,incorrect-chord,nearby-voices-incorrectly-merged,1,,,,,,,,,,D3 A3,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,2,,1,1,0,,,D3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,2,,1,1,2,,,D3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,2,,1,1,2,,,A3,,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,2,,1,1,,1,,,D3,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,2,,1,1,,3,,,E3,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,2,,1,1,,3,,,A3,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,2,,1,1,,3,,,E4,,,,,
guitar-paired-chords-vector,incorrect-chord,note-dropped-during-packing,2,,,,,,,,,D3 A3 D4 G4,A3 D4 G4,,,
guitar-paired-chords-vector,incorrect-chord,nearby-voices-incorrectly-merged,2,,,,,,,,,A3 D4 G4,D3 A3 D4 G4,,,
guitar-paired-chords-vector,incorrect-chord,note-dropped-during-packing,2,,,,,,,,,D3 A3 D4 G4,D4 G4,,,
guitar-paired-chords-vector,incorrect-chord,nearby-voices-incorrectly-merged,2,,,,,,,,,D4 G4,E3 A3 C4 E4 A4,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,3,,1,1,0,,,E3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,3,,1,1,2,,,E3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,3,,1,1,2,,,A3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,3,,1,1,2,,,C4,,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,3,,1,1,,1,,,E3,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,3,,1,1,,3,,,E3,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,3,,1,1,,3,,,B3,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,3,,1,1,,3,,,B4,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,3,,1,1,,3,,,E5,,,,,
guitar-paired-chords-vector,incorrect-chord,note-dropped-during-packing,3,,,,,,,,,E3 A3 C4 E4 A4,A3 C4 E4 A4,,,
guitar-paired-chords-vector,incorrect-chord,nearby-voices-incorrectly-merged,3,,,,,,,,,A3 C4 E4 A4,E3 A3 C4 E4 A4,,,
guitar-paired-chords-vector,incorrect-chord,note-dropped-during-packing,3,,,,,,,,,E3 A3 C4 E4 A4,E4 A4,,,
guitar-paired-chords-vector,incorrect-chord,nearby-voices-incorrectly-merged,3,,,,,,,,,E4 A4,E3 B3 E4 G4 B4 E5,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,4,,1,1,0,,,E3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,4,,1,1,2,,,E3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,4,,1,1,2,,,B3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,4,,1,1,2,,,E4,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,4,,1,1,2,,,G4,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,4,,1,1,3,,,B4,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,4,,1,1,3,,,E5,,,,,,
guitar-paired-chords-vector,extra-note,nearby-voices-incorrectly-merged,4,,1,1,,1,,,E3,,,,,
guitar-paired-chords-vector,incorrect-chord,note-dropped-during-packing,4,,,,,,,,,E3 B3 E4 G4 B4 E5,B3 E4 G4 B4 E5,,,
guitar-paired-chords-vector,incorrect-chord,nearby-voices-incorrectly-merged,4,,,,,,,,,B3 E4 G4 B4 E5,E3 B3 E4 G4 B4 E5,,,
guitar-paired-chords-vector,incorrect-chord,note-dropped-during-packing,4,,,,,,,,,E3 B3 E4 G4 B4 E5,B4 E5,,,
guitar-paired-chords-vector,incorrect-chord,note-dropped-during-packing,4,,,,,,,,,B4 E5,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,5,,1,1,3,,,G4,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,5,,1,1,3,,,B4,,,,,,
guitar-paired-chords-vector,incorrect-chord,note-dropped-during-packing,5,,,,,,,,,G4 B4,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,8,,1,1,0,,,G2,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,8,,1,1,0,,,C3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,8,,1,1,0,,,E3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,8,,1,1,1,,,C3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,8,,1,1,1,,,E3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,8,,1,1,2,,,G2,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,8,,1,1,2,,,C3,,,,,,
guitar-paired-chords-vector,missing-note,note-dropped-during-packing,8,,1,1,2,,,E3,,,,,,
guitar-paired-chords-vector,incorrect-chord,note-dropped-during-packing,8,,,,,,,,,G2 C3 E3 G3 C4 E4,G3 C4 E4,,,
guitar-paired-chords-vector,incorrect-chord,note-dropped-during-packing,8,,,,,,,,,C3 E3 G3 C4 E4,G3 C4 E4,,,
guitar-paired-chords-vector,incorrect-chord,note-dropped-during-packing,8,,,,,,,,,G2 C3 E3 G3 C4 E4,G3 C4 E4,,,
